function_type,name,return_type,param_names,param_types,description
scalar,try_add,any,,,"try_add(expr1, expr2) - Returns the sum of `expr1`and `expr2` and the result is null on overflow. The acceptable input types are the same with the `+` operator."
scalar,try_aes_decrypt,any,,,"try_aes_decrypt(expr, key[, mode[, padding[, aad]]]) - This is a special version of `aes_decrypt` that performs the same operation, but returns a NULL value instead of raising an error if the decryption cannot be performed."
aggregate,try_avg,double,,,Average of values (NULL on failure)
scalar,try_divide,any,,,"try_divide(dividend, divisor) - Returns `dividend`/`divisor`. It always performs floating point division. Its result is always null if `expr2` is 0. `dividend` must be a numeric or an interval. `divisor` must be a numeric."
scalar,try_element_at,any,,,"try_element_at(array, index) - Returns element of array at given (1-based) index. If Index is 0, Spark will throw an error. If index < 0, accesses elements from the last to the first. The function always returns NULL if the index exceeds the length of the array."
scalar,try_make_interval,any,,,"try_make_interval([years[, months[, weeks[, days[, hours[, mins[, secs]]]]]]]) - This is a special version of `make_interval` that performs the same operation, but returns NULL when an overflow occurs."
scalar,try_make_timestamp,any,,,"try_make_timestamp(year, month, day, hour, min, sec[, timezone]) - Try to create a timestamp from year, month, day, hour, min, sec and timezone fields. The result data type is consistent with the value of configuration `spark.sql.timestampType`. The function returns NULL on invalid inputs."
scalar,try_make_timestamp_ltz,any,,,"try_make_timestamp_ltz(year, month, day, hour, min, sec[, timezone]) - Try to create the current timestamp with local time zone from year, month, day, hour, min, sec and timezone fields. The function returns NULL on invalid inputs."
scalar,try_make_timestamp_ntz,any,,,"try_make_timestamp_ntz(year, month, day, hour, min, sec) - Try to create local date-time from year, month, day, hour, min, sec fields. The function returns NULL on invalid inputs."
scalar,try_mod,any,,,"try_mod(dividend, divisor) - Returns the remainder after `expr1`/`expr2`. `dividend` must be a numeric. `divisor` must be a numeric."
scalar,try_multiply,any,,,"try_multiply(expr1, expr2) - Returns `expr1`*`expr2` and the result is null on overflow. The acceptable input types are the same with the `*` operator."
scalar,try_parse_json,any,,,try_parse_json(jsonStr) - Parse a JSON string as a Variant value. Return NULL when the string is not valid JSON value.
scalar,try_parse_url,any,,,"try_parse_url(url, partToExtract[, key]) - This is a special version of `parse_url` that performs the same operation, but returns a NULL value instead of raising an error if the parsing cannot be performed."
scalar,try_reflect,any,,,"try_reflect(class, method[, arg1[, arg2 ..]]) - This is a special version of `reflect` that performs the same operation, but returns a NULL value instead of raising an error if the invoke method thrown exception."
scalar,try_remainder,any,,,"try_remainder(dividend, divisor) - Returns the remainder after `expr1`/`expr2`. `dividend` must be a numeric. `divisor` must be a numeric."
scalar,try_secret,any,,,"try_secret(scope, key) - Extracts a secret value with the given scope and key. This uses the Databricks secret service. The user executing the query must have authority to access the provided scope. If this user is not authorized, or if the provided scope or key are not found, the expression returns NULL. Otherwise, looks up the corresponding value using the key and returns the result as a string."
scalar,try_subtract,any,,,"try_subtract(expr1, expr2) - Returns `expr1`-`expr2` and the result is null on overflow. The acceptable input types are the same with the `-` operator."
aggregate,try_sum,same_as_input,,,Sum of values (NULL on failure)
scalar,try_to_binary,any,,,"try_to_binary(str[, fmt]) - This is a special version of `to_binary` that performs the same operation, but returns a NULL value instead of raising an error if the conversion cannot be performed."
scalar,try_to_date,any,,,"try_to_date(date_str[, fmt]) - Parses the `date_str` expression with the `fmt` expression to a date. The function always returns null on an invalid input with/without ANSI SQL mode enabled. By default, it follows casting rules to a date if the `fmt` is omitted."
scalar,try_to_geography,any,,,try_to_geography(geoFormat) - Parses the input BINARY or STRING value and returns the corresponding GEOGRAPHY value.
scalar,try_to_geometry,any,,,try_to_geometry(geoFormat) - Parses the input BINARY or STRING value and returns the corresponding GEOMETRY value.
scalar,try_to_number,any,,,"try_to_number(expr, fmt) - Convert string 'expr' to a number based on the string format `fmt`. Returns NULL if the string 'expr' does not match the expected format. The format follows the same semantics as the to_number function."
scalar,try_to_time,any,,,"try_to_time(str[, format]) - Parses the `str` expression with the `format` expression to a time. If `format` is malformed or its application does not result in a well formed time, the function returns NULL. By default, it follows casting rules to a time if the `format` is omitted."
scalar,try_to_timestamp,any,,,"try_to_timestamp(timestamp_str[, fmt]) - Parses the `timestamp_str` expression with the `fmt` expression to a timestamp. The function always returns null on an invalid input with/without ANSI SQL mode enabled. By default, it follows casting rules to a timestamp if the `fmt` is omitted. The result data type is consistent with the value of configuration `spark.sql.timestampType`."
scalar,try_url_decode,any,,,"try_url_decode(str) - This is a special version of `url_decode` that performs the same operation, but returns a NULL value instead of raising an error if the decoding cannot be performed."
scalar,try_validate_utf8,any,,,"try_validate_utf8(str) - Returns the original string if `str` is a valid UTF-8 string, otherwise returns NULL."
scalar,try_variant_get,any,,,"try_variant_get(v, path[, type]) - Extracts a sub-variant from `v` according to `path`, and then cast the sub-variant to `type`. When `type` is omitted, it is default to `variant`. Returns null if the path does not exist or the cast fails."
scalar,try_zstd_decompress,any,,,"try_zstd_decompress(expr) - Returns the decompressed value of `expr` using Zstandard. Supports data compressed in both single-pass mode and streaming mode. On decompression failure, it returns NULL."
scalar,typeof,any,,,typeof(expr) - Return DDL-formatted type string for the data type of the input.
scalar,ucase,varchar,,,ucase(str) - Returns `str` with all characters changed to uppercase.
scalar,unbase64,any,,,unbase64(str) - Converts the argument from a base 64 string `str` to a binary.
scalar,unhex,any,,,unhex(expr) - Converts hexadecimal `expr` to binary.
scalar,uniform,any,,,"uniform(min, max[, seed]) - Returns a random value with independent and identically distributed (i.i.d.) values with the specified range of numbers. The random seed is optional. The provided numbers specifying the minimum and maximum values of the range must be constant. If both of these numbers are integers, then the result will also be an integer. Otherwise if one or both of these are floating-point numbers, then the result will also be a floating-point number."
scalar,unix_date,any,,,unix_date(date) - Returns the number of days since 1970-01-01.
scalar,unix_micros,any,,,unix_micros(timestamp) - Returns the number of microseconds since 1970-01-01 00:00:00 UTC.
scalar,unix_millis,any,,,unix_millis(timestamp) - Returns the number of milliseconds since 1970-01-01 00:00:00 UTC. Truncates higher levels of precision.
scalar,unix_seconds,any,,,unix_seconds(timestamp) - Returns the number of seconds since 1970-01-01 00:00:00 UTC. Truncates higher levels of precision.
scalar,unix_timestamp,any,,,"unix_timestamp([timeExp[, fmt]]) - Returns the UNIX timestamp of current or specified time."
scalar,url_decode,any,,,url_decode(str) - Decodes a `str` in 'application/x-www-form-urlencoded' format using a specific encoding scheme.
scalar,url_encode,any,,,url_encode(str) - Translates a string into 'application/x-www-form-urlencoded' format using a specific encoding scheme.
scalar,user,any,,,user() - user name of current execution context.
scalar,validate_utf8,any,,,"validate_utf8(str) - Returns the original string if `str` is a valid UTF-8 string, otherwise throws an exception."
aggregate,variance,double,,,variance(expr) - Returns the sample variance calculated from values of a group.
scalar,variant_explode,any,,,"variant_explode(expr) - It separates a variant object/array into multiple rows containing its fields/elements. Its result schema is `struct<pos int, key string, value variant>`. `pos` is the position of the field/element in its parent object/array, and `value` is the field/element value. `key` is the field name when exploding a variant object, or is NULL when exploding a variant array. It ignores any input that is not a variant array/object, including SQL NULL, variant null, and any other variant values."
scalar,variant_explode_outer,any,,,"variant_explode_outer(expr) - It separates a variant object/array into multiple rows containing its fields/elements. Its result schema is `struct<pos int, key string, value variant>`. `pos` is the position of the field/element in its parent object/array, and `value` is the field/element value. `key` is the field name when exploding a variant object, or is NULL when exploding a variant array. It ignores any input that is not a variant array/object, including SQL NULL, variant null, and any other variant values."
scalar,variant_get,any,,,"variant_get(v, path[, type]) - Extracts a sub-variant from `v` according to `path`, and then cast the sub-variant to `type`. When `type` is omitted, it is default to `variant`. Returns null if the path does not exist. Throws an exception if the cast fails."
scalar,vector_search,any,,,"vector_search() - Performs a KNN vector search against the specified vector index. Required parameters are `index`, which is the fully-qualified vector index name, and either `query_text` for the query text or `query_vector` for the query embedding. Optionally, `num_results` specifies the maximum number of output rows, which defaults to 10. Currently, only the DELTA_SYNC index type is supported. Also optionally, `query_type` specifies the type of query to perform, It supports two types of queries: `ANN` and `HYBRID`. It defaults to `ANN`. As a legacy, the `query` parameter name (equivalent to `query_text`) remains supported for backward compatibility."
scalar,weekday,any,,,"weekday(date) - Returns the day of the week for date/timestamp (0 = Monday, 1 = Tuesday, ..., 6 = Sunday)."
scalar,weekofyear,any,,,weekofyear(date) - Returns the week of the year of the given date. A week is considered to start on a Monday and week 1 is the first week with >3 days.
scalar,when,any,,,"CASE WHEN expr1 THEN expr2 [WHEN expr3 THEN expr4]* [ELSE expr5] END - When `expr1` = true, returns `expr2`; else when `expr3` = true, returns `expr4`; else returns `expr5`."
scalar,width_bucket,any,,,"width_bucket(value, min_value, max_value, num_bucket) - Returns the bucket number to which `value` would be assigned in an equiwidth histogram with `num_bucket` buckets, in the range `min_value` to `max_value`."""
window,window,any,,,"window(time_column, window_duration[, slide_duration[, start_time]]) - Bucketize rows into one or more time windows given a timestamp specifying column. Window starts are inclusive but the window ends are exclusive, e.g. 12:05 will be in the window [12:05,12:10) but not in [12:00,12:05). Windows can support microsecond precision. Windows in the order of months are not supported. See <a href=""https://spark.apache.org/docs/latest/structured-streaming-programming-guide.html#window-operations-on-event-time"">'Window Operations on Event Time'</a> in Structured Streaming guide doc for detailed explanation and examples."
window,window_time,timestamp,,,Current window time
scalar,xpath,any,,,"xpath(xml, xpath) - Returns a string array of values within the nodes of xml that match the XPath expression."
scalar,xpath_boolean,any,,,"xpath_boolean(xml, xpath) - Returns true if the XPath expression evaluates to true, or if a matching node is found."
scalar,xpath_double,any,,,"xpath_double(xml, xpath) - Returns a double value, the value zero if no match is found, or NaN if a match is found but the value is non-numeric."
scalar,xpath_float,any,,,"xpath_float(xml, xpath) - Returns a float value, the value zero if no match is found, or NaN if a match is found but the value is non-numeric."
scalar,xpath_int,any,,,"xpath_int(xml, xpath) - Returns an integer value, or the value zero if no match is found, or a match is found but the value is non-numeric."
scalar,xpath_long,any,,,"xpath_long(xml, xpath) - Returns a long integer value, or the value zero if no match is found, or a match is found but the value is non-numeric."
scalar,xpath_number,any,,,"xpath_number(xml, xpath) - Returns a double value, the value zero if no match is found, or NaN if a match is found but the value is non-numeric."
scalar,xpath_short,any,,,"xpath_short(xml, xpath) - Returns a short integer value, or the value zero if no match is found, or a match is found but the value is non-numeric."
scalar,xpath_string,any,,,"xpath_string(xml, xpath) - Returns the text contents of the first xml node that matches the XPath expression."
scalar,xxhash64,bigint,,,"xxhash64(expr1, expr2, ...) - Returns a 64-bit hash value of the arguments. Hash seed is 42."
scalar,year,bigint,,,year(date) - Returns the year component of the date/timestamp.
scalar,zeroifnull,any,,,"zeroifnull(expr) - Returns zero if `expr` is equal to null, or `expr` otherwise."
scalar,zip_with,any,,,"zip_with(left, right, func) - Merges the two given arrays, element-wise, into a single array using function. If one array is shorter, nulls are appended at the end to match the length of the longer array, before applying function."
scalar,zstd_compress,any,,,"zstd_compress(expr[, level[, streaming_mode]]) - Returns a compressed value of `expr` using Zstandard with the specified compression `level`. The default level is 3. Uses single-pass mode by default."
scalar,zstd_decompress,any,,,"zstd_decompress(expr) - Returns the decompressed value of `expr` using Zstandard. Supports data compressed in both single-pass mode and streaming mode. On decompression failure, it throws an exception."
