function_type,name,return_type,param_names,param_types,description
aggregate,arg_min_null,timestamp,"arg,val","timestamp,bigint",Finds the row with the minimum val. Calculates the arg expression at that row.
aggregate,bitstring_agg,bit,"arg,col1,col2","tinyint,tinyint,tinyint",Returns a bitstring with bits set for each distinct value.
aggregate,bitstring_agg,bit,arg,utinyint,Returns a bitstring with bits set for each distinct value.
aggregate,group_concat,varchar,str,any,Concatenates the column string values with an optional separator.
scalar,add,integer,"col0,col1","integer,integer",
scalar,add,usmallint,"col0,col1","usmallint,usmallint",
scalar,add,time,"col0,col1","time,interval",
scalar,array_aggr,same_as_input,"list,name","array,varchar",Executes the aggregate function name on the elements of list
scalar,year,bigint,ts,interval,Extract the year component from a date or timestamp
scalar,xor,usmallint,"left,right","usmallint,usmallint",Bitwise XOR
scalar,week,bigint,ts,date,Extract the week component from a date or timestamp
scalar,datediff,bigint,"part,startdate,enddate","varchar,time,time",The number of partition boundaries between the timestamps
scalar,dayofyear,bigint,ts,date,Extract the dayofyear component from a date or timestamp
scalar,enum_range,array,enum,any,Returns all values of the input enum type as an array
scalar,epoch_ms,bigint,temporal,date,Extract the epoch component in milliseconds from a temporal type
scalar,equi_width_bins,array,"min,max,bin_count,nice_rounding","bigint,bigint,bigint,boolean",Generates bin_count equi-width bins between the min and max. If enabled nice_rounding makes the numbers more readable/less jagged
scalar,unicode,integer,str,varchar,Returns the unicode codepoint of the first character of the string
scalar,from_binary,blob,value,varchar,Converts a value from binary representation to a blob
scalar,from_json_strict,same_as_input,"col0,col1","varchar,varchar",
scalar,get_bit,integer,"bitstring,index","bit,integer",Extracts the nth bit from bitstring; the first (leftmost) bit is indexed 0
scalar,hex,varchar,value,blob,Converts the value to hexadecimal representation
scalar,icu_collate_be,varchar,col0,varchar,
scalar,icu_collate_cy,varchar,col0,varchar,
scalar,icu_collate_fy,varchar,col0,varchar,
scalar,icu_collate_hu,varchar,col0,varchar,
scalar,icu_collate_ig,varchar,col0,varchar,
scalar,icu_collate_ku,varchar,col0,varchar,
scalar,icu_collate_lv,varchar,col0,varchar,
scalar,icu_collate_yi,varchar,col0,varchar,
scalar,json_array,json,,,
scalar,json_serialize_sql,json,"col0,col1","varchar,boolean",
scalar,json_value,varchar,"col0,col1","json,varchar",
scalar,list_aggregate,same_as_input,"list,name","array,varchar",Executes the aggregate function name on the elements of list
scalar,list_apply,array,"list,lambda","array,lambda",Returns a list that is the result of applying the lambda function to each element of the input list. See the Lambda Functions section for more details
scalar,list_filter,array,"list,lambda","array,lambda",Constructs a list from those elements of the input list for which the lambda function returns true
scalar,time_bucket,date,"bucket_width,timestamp,origin","interval,date,date","Truncate TIMESTAMPTZ by the specified interval bucket_width. Buckets are aligned relative to origin TIMESTAMPTZ. The origin defaults to 2000-01-03 00:00:00+00 for buckets that do not include a month or year interval, and to 2000-01-01 00:00:00+00 for month and year buckets"
scalar,timezone_minute,bigint,ts,date,Extract the timezone_minute component from a date or timestamp
scalar,timezone,time with time zone,"ts,col1","varchar,time with time zone",Extract the timezone component from a date or timestamp
scalar,subtract,smallint,col0,smallint,
scalar,subtract,smallint,"col0,col1","smallint,smallint",
scalar,subtract,uhugeint,"col0,col1","uhugeint,uhugeint",
scalar,subtract,interval,"col0,col1","timestamp,timestamp",
scalar,strptime,timestamp,"text,format-list","varchar,array","Converts the string text to timestamp applying the format strings in the list until one succeeds. Throws an error on failure. To return NULL on failure, use try_strptime."
scalar,minute,bigint,ts,date,Extract the minute component from a date or timestamp
scalar,mod,integer,"col0,col1","integer,integer",
scalar,mod,utinyint,"col0,col1","utinyint,utinyint",
scalar,mod,uinteger,"col0,col1","uinteger,uinteger",
scalar,not_ilike_escape,boolean,"string,like_specifier,escape_character","varchar,varchar,varchar",Returns false if the string matches the like_specifier (see Pattern Matching) using case-insensitive matching. escape_character is used to search for wildcard characters in the string.
scalar,regexp_matches,boolean,"string,pattern[","varchar,varchar","Returns true if string contains the regexp pattern, false otherwise. A set of optional options can be set."
aggregate,sem,double,x,double,Returns the standard error of the mean
aggregate,quantile_cont,time,"x,pos","time,double","Returns the interpolated quantile number between 0 and 1 . If pos is a LIST of FLOATs, then the result is a LIST of the corresponding interpolated quantiles.	"
aggregate,product,double,arg,double,Calculates the product of all tuples in arg.
aggregate,min_by,integer,"arg,val","integer,double",Finds the row with the minimum val. Calculates the non-NULL arg expression at that row.
aggregate,min_by,bigint,"arg,val","bigint,hugeint",Finds the row with the minimum val. Calculates the non-NULL arg expression at that row.
aggregate,min_by,date,"arg,val","date,date",Finds the row with the minimum val. Calculates the non-NULL arg expression at that row.
aggregate,min_by,date,"arg,val","date,blob",Finds the row with the minimum val. Calculates the non-NULL arg expression at that row.
aggregate,min_by,timestamp,"arg,val","timestamp,bigint",Finds the row with the minimum val. Calculates the non-NULL arg expression at that row.
aggregate,min_by,timestamp with time zone,"arg,val","timestamp with time zone,hugeint",Finds the row with the minimum val. Calculates the non-NULL arg expression at that row.
aggregate,min_by,same_as_input,"arg,val","any,hugeint",Finds the row with the minimum val. Calculates the non-NULL arg expression at that row.
aggregate,max_by,integer,"arg,val","integer,timestamp",Finds the row with the maximum val. Calculates the non-NULL arg expression at that row.
aggregate,max_by,double,"arg,val","double,blob",Finds the row with the maximum val. Calculates the non-NULL arg expression at that row.
aggregate,max_by,timestamp,"arg,val","timestamp,hugeint",Finds the row with the maximum val. Calculates the non-NULL arg expression at that row.
aggregate,max_by,timestamp,"arg,val","timestamp,double",Finds the row with the maximum val. Calculates the non-NULL arg expression at that row.
aggregate,max_by,decimal,"arg,val","decimal,timestamp",Finds the row with the maximum val. Calculates the non-NULL arg expression at that row.
aggregate,max_by,same_as_input,"arg,val","any,integer",Finds the row with the maximum val. Calculates the non-NULL arg expression at that row.
aggregate,max_by,same_as_input,"arg,val","any,timestamp with time zone",Finds the row with the maximum val. Calculates the non-NULL arg expression at that row.
aggregate,reservoir_quantile,decimal,"x,quantile,sample_size","decimal,double,integer","Gives the approximate quantile using reservoir sampling, the sample size is optional and uses 8192 as a default size."
aggregate,approx_top_k,array,"val,k","any,bigint",Finds the k approximately most occurring values in the data set
aggregate,arbitrary,same_as_input,arg,any,Returns the first value (null or non-null) from arg. This function is affected by ordering.
aggregate,argmax,integer,"arg,val","integer,hugeint",Finds the row with the maximum val. Calculates the non-NULL arg expression at that row.
aggregate,argmax,varchar,"arg,val","varchar,blob",Finds the row with the maximum val. Calculates the non-NULL arg expression at that row.
aggregate,argmax,timestamp,"arg,val","timestamp,varchar",Finds the row with the maximum val. Calculates the non-NULL arg expression at that row.
aggregate,argmax,timestamp,"arg,val","timestamp,date",Finds the row with the maximum val. Calculates the non-NULL arg expression at that row.
aggregate,argmax,timestamp,"arg,val","timestamp,blob",Finds the row with the maximum val. Calculates the non-NULL arg expression at that row.
aggregate,argmax,blob,"arg,val","blob,hugeint",Finds the row with the maximum val. Calculates the non-NULL arg expression at that row.
aggregate,argmax,same_as_input,"arg,val","any,hugeint",Finds the row with the maximum val. Calculates the non-NULL arg expression at that row.
aggregate,argmax,same_as_input,"arg,val","any,double",Finds the row with the maximum val. Calculates the non-NULL arg expression at that row.
aggregate,argmax,same_as_input,"arg,val","any,timestamp",Finds the row with the maximum val. Calculates the non-NULL arg expression at that row.
aggregate,argmin,integer,"arg,val","integer,hugeint",Finds the row with the minimum val. Calculates the non-NULL arg expression at that row.
aggregate,argmin,integer,"arg,val","integer,timestamp with time zone",Finds the row with the minimum val. Calculates the non-NULL arg expression at that row.
aggregate,argmin,double,"arg,val","double,blob",Finds the row with the minimum val. Calculates the non-NULL arg expression at that row.
aggregate,argmin,timestamp with time zone,"arg,val","timestamp with time zone,varchar",Finds the row with the minimum val. Calculates the non-NULL arg expression at that row.
aggregate,arg_max,integer,"arg,val","integer,varchar",Finds the row with the maximum val. Calculates the non-NULL arg expression at that row.
aggregate,arg_max,bigint,"arg,val","bigint,hugeint",Finds the row with the maximum val. Calculates the non-NULL arg expression at that row.
aggregate,arg_max,double,"arg,val","double,date",Finds the row with the maximum val. Calculates the non-NULL arg expression at that row.
aggregate,arg_max,varchar,"arg,val","varchar,hugeint",Finds the row with the maximum val. Calculates the non-NULL arg expression at that row.
aggregate,arg_max,varchar,"arg,val","varchar,date",Finds the row with the maximum val. Calculates the non-NULL arg expression at that row.
aggregate,arg_max,date,"arg,val","date,bigint",Finds the row with the maximum val. Calculates the non-NULL arg expression at that row.
aggregate,arg_max,timestamp,"arg,val","timestamp,bigint",Finds the row with the maximum val. Calculates the non-NULL arg expression at that row.
aggregate,arg_max,same_as_input,"arg,val","any,bigint",Finds the row with the maximum val. Calculates the non-NULL arg expression at that row.
aggregate,arg_max,same_as_input,"arg,val","any,any",Finds the row with the maximum val. Calculates the non-NULL arg expression at that row.
aggregate,arg_max,array,"arg,val,col2","any,any,bigint",Finds the row with the maximum val. Calculates the non-NULL arg expression at that row.
aggregate,arg_max_null,integer,"arg,val","integer,date",Finds the row with the maximum val. Calculates the arg expression at that row.
aggregate,arg_max_null,bigint,"arg,val","bigint,blob",Finds the row with the maximum val. Calculates the arg expression at that row.
aggregate,arg_max_null,double,"arg,val","double,integer",Finds the row with the maximum val. Calculates the arg expression at that row.
aggregate,arg_max_null,blob,"arg,val","blob,varchar",Finds the row with the maximum val. Calculates the arg expression at that row.
aggregate,arg_max_null,blob,"arg,val","blob,timestamp with time zone",Finds the row with the maximum val. Calculates the arg expression at that row.
aggregate,arg_min,varchar,"arg,val","varchar,bigint",Finds the row with the minimum val. Calculates the non-NULL arg expression at that row.
aggregate,arg_min,varchar,"arg,val","varchar,timestamp with time zone",Finds the row with the minimum val. Calculates the non-NULL arg expression at that row.
aggregate,arg_min,date,"arg,val","date,bigint",Finds the row with the minimum val. Calculates the non-NULL arg expression at that row.
aggregate,arg_min_null,integer,"arg,val","integer,blob",Finds the row with the minimum val. Calculates the arg expression at that row.
aggregate,arg_min_null,double,"arg,val","double,timestamp with time zone",Finds the row with the minimum val. Calculates the arg expression at that row.
aggregate,arg_min_null,varchar,"arg,val","varchar,timestamp with time zone",Finds the row with the minimum val. Calculates the arg expression at that row.
aggregate,arg_min_null,date,"arg,val","date,blob",Finds the row with the minimum val. Calculates the arg expression at that row.
aggregate,arg_min_null,timestamp,"arg,val","timestamp,timestamp",Finds the row with the minimum val. Calculates the arg expression at that row.
aggregate,arg_min_null,timestamp with time zone,"arg,val","timestamp with time zone,timestamp",Finds the row with the minimum val. Calculates the arg expression at that row.
aggregate,arg_min_null,same_as_input,"arg,val","any,integer",Finds the row with the minimum val. Calculates the arg expression at that row.
aggregate,first,decimal,arg,decimal,Returns the first value (null or non-null) from arg. This function is affected by ordering.
scalar,add,smallint,col0,smallint,
scalar,add,bigint,"col0,col1","bigint,bigint",
scalar,add,uinteger,"col0,col1","uinteger,uinteger",
scalar,add,timestamp,"col0,col1","date,interval",
scalar,add,timestamp,"col0,col1","interval,timestamp",
scalar,array_cosine_similarity,float,"array1,array2","array<float>,array<float>",Compute the cosine similarity between two arrays of the same size. The array elements can not be NULL. The arrays can have any size as long as the size is the same for both arguments.
scalar,weekofyear,bigint,ts,timestamp with time zone,Extract the weekofyear component from a date or timestamp
scalar,week,bigint,ts,timestamp,Extract the week component from a date or timestamp
scalar,!__postfix,hugeint,x,integer,Factorial of x. Computes the product of the current integer and all integers below it
scalar,datesub,bigint,"part,startdate,enddate","varchar,timestamp,timestamp",The number of complete partitions between the timestamps
scalar,dayname,varchar,ts,timestamp,The (English) name of the weekday
scalar,dayofmonth,bigint,ts,timestamp with time zone,Extract the dayofmonth component from a date or timestamp
scalar,dayofweek,bigint,ts,interval,Extract the dayofweek component from a date or timestamp
scalar,divide,uinteger,"col0,col1","uinteger,uinteger",
scalar,epoch_ns,bigint,temporal,time,Extract the epoch component in nanoseconds from a temporal type
scalar,icu_collate_cs,varchar,col0,varchar,
scalar,icu_collate_fa,varchar,col0,varchar,
scalar,icu_collate_fa_af,varchar,col0,varchar,
scalar,icu_collate_ff,varchar,col0,varchar,
scalar,icu_collate_kk,varchar,col0,varchar,
scalar,icu_collate_km,varchar,col0,varchar,
scalar,icu_collate_ne,varchar,col0,varchar,
scalar,icu_collate_sl,varchar,col0,varchar,
scalar,icu_collate_sr_ba,varchar,col0,varchar,
scalar,icu_collate_sw,varchar,col0,varchar,
scalar,isodow,bigint,ts,date,Extract the isodow component from a date or timestamp
scalar,jaro_similarity,double,"str1,str2,score_cutoff","varchar,varchar,double",The Jaro similarity between two strings. Different case is considered different. Returns a number between 0 and 1
scalar,json_extract,json,"col0,col1","json,varchar",
scalar,json_extract_path,array,"col0,col1","json,array",
scalar,json_serialize_plan,json,"col0,col1,col2","varchar,boolean,boolean",
scalar,json_value,varchar,"col0,col1","json,bigint",
scalar,julian,double,ts,timestamp with time zone,Extract the Julian Day number from a date or timestamp
scalar,lcase,varchar,string,varchar,Convert string to lower case
scalar,length_grapheme,bigint,string,varchar,Number of grapheme clusters in string.
scalar,to_microseconds,interval,integer,bigint,Construct a microsecond interval
scalar,to_binary,varchar,value,ubigint,Converts the value to binary representation
scalar,to_binary,varchar,value,bigint,Converts the value to binary representation
scalar,list_cosine_similarity,double,"list1,list2","array,array",Compute the cosine similarity between two lists
scalar,list_dot_product,float,"list1,list2","array,array",Compute the inner product between two lists
scalar,suffix,boolean,"col0,col1","varchar,varchar",
scalar,subtract,ubigint,col0,ubigint,
scalar,subtract,date,"col0,col1","date,integer",
scalar,list_pack,list,,,Create a LIST containing the argument values
scalar,str_split_regex,array,"string,separator,col2","varchar,varchar,varchar",Splits the string along the regex
scalar,icu_collate_sk,varchar,col0,varchar,
scalar,microsecond,bigint,ts,timestamp,Extract the microsecond component from a date or timestamp
scalar,strftime,varchar,"data,format","varchar,timestamp_ns",Converts a date to a string according to the format string.
scalar,mismatches,bigint,"str1,str2","varchar,varchar",The number of positions with different characters for 2 strings of equal length. Different case is considered different
scalar,multiply,integer,"col0,col1","integer,integer",
scalar,nanosecond,bigint,tsns,timestamp,Extract the nanosecond component from a date or timestamp
scalar,normalized_interval,interval,interval,interval,Normalizes an INTERVAL to an equivalent interval
scalar,parse_dirpath,varchar,"string,separator","varchar,varchar","Returns the head of the path similarly to Python's os.path.dirname. separator options: system, both_slash (default), forward_slash, backslash"
scalar,parse_path,array,string,varchar,"Returns a list of the components (directories and filename) in the path similarly to Python's pathlib.PurePath::parts. separator options: system, both_slash (default), forward_slash, backslash"
aggregate,quantile_cont,decimal,"x,pos","decimal,double","Returns the interpolated quantile number between 0 and 1 . If pos is a LIST of FLOATs, then the result is a LIST of the corresponding interpolated quantiles.	"
aggregate,quantile_cont,float,"x,pos","float,double","Returns the interpolated quantile number between 0 and 1 . If pos is a LIST of FLOATs, then the result is a LIST of the corresponding interpolated quantiles.	"
aggregate,quantile_cont,double,"x,pos","double,array","Returns the interpolated quantile number between 0 and 1 . If pos is a LIST of FLOATs, then the result is a LIST of the corresponding interpolated quantiles.	"
aggregate,quantile,same_as_input,x,any,"Returns the exact quantile number between 0 and 1 . If pos is a LIST of FLOATs, then the result is a LIST of the corresponding exact quantiles."
aggregate,mode,same_as_input,x,any,Returns the most frequent value for the values within x. NULL values are ignored.
aggregate,min_by,double,"arg,val","double,varchar",Finds the row with the minimum val. Calculates the non-NULL arg expression at that row.
aggregate,min_by,double,"arg,val","double,blob",Finds the row with the minimum val. Calculates the non-NULL arg expression at that row.
aggregate,min_by,date,"arg,val","date,double",Finds the row with the minimum val. Calculates the non-NULL arg expression at that row.
aggregate,min_by,blob,"arg,val","blob,bigint",Finds the row with the minimum val. Calculates the non-NULL arg expression at that row.
aggregate,min_by,blob,"arg,val","blob,timestamp",Finds the row with the minimum val. Calculates the non-NULL arg expression at that row.
aggregate,min_by,decimal,"arg,val","decimal,varchar",Finds the row with the minimum val. Calculates the non-NULL arg expression at that row.
aggregate,min_by,same_as_input,"arg,val","any,double",Finds the row with the minimum val. Calculates the non-NULL arg expression at that row.
aggregate,max_by,integer,"arg,val","integer,integer",Finds the row with the maximum val. Calculates the non-NULL arg expression at that row.
aggregate,max_by,integer,"arg,val","integer,double",Finds the row with the maximum val. Calculates the non-NULL arg expression at that row.
aggregate,max_by,double,"arg,val","double,hugeint",Finds the row with the maximum val. Calculates the non-NULL arg expression at that row.
aggregate,max_by,double,"arg,val","double,varchar",Finds the row with the maximum val. Calculates the non-NULL arg expression at that row.
aggregate,max_by,date,"arg,val","date,timestamp",Finds the row with the maximum val. Calculates the non-NULL arg expression at that row.
aggregate,max_by,array,"arg,val,col2","any,any,bigint",Finds the row with the maximum val. Calculates the non-NULL arg expression at that row.
aggregate,reservoir_quantile,decimal,"x,quantile","decimal,double","Gives the approximate quantile using reservoir sampling, the sample size is optional and uses 8192 as a default size."
aggregate,reservoir_quantile,array,"x,quantile,sample_size","tinyint,array,integer","Gives the approximate quantile using reservoir sampling, the sample size is optional and uses 8192 as a default size."
aggregate,reservoir_quantile,integer,"x,quantile","integer,double","Gives the approximate quantile using reservoir sampling, the sample size is optional and uses 8192 as a default size."
aggregate,reservoir_quantile,bigint,"x,quantile,sample_size","bigint,double,integer","Gives the approximate quantile using reservoir sampling, the sample size is optional and uses 8192 as a default size."
aggregate,approx_quantile,integer,"x,pos","integer,float",Computes the approximate quantile using T-Digest.
aggregate,argmax,integer,"arg,val","integer,timestamp with time zone",Finds the row with the maximum val. Calculates the non-NULL arg expression at that row.
aggregate,argmax,decimal,"arg,val","decimal,bigint",Finds the row with the maximum val. Calculates the non-NULL arg expression at that row.
aggregate,argmax,decimal,"arg,val","decimal,double",Finds the row with the maximum val. Calculates the non-NULL arg expression at that row.
aggregate,argmax,same_as_input,"arg,val","any,varchar",Finds the row with the maximum val. Calculates the non-NULL arg expression at that row.
aggregate,argmax,array,"arg,val,col2","any,any,bigint",Finds the row with the maximum val. Calculates the non-NULL arg expression at that row.
aggregate,argmin,integer,"arg,val","integer,double",Finds the row with the minimum val. Calculates the non-NULL arg expression at that row.
aggregate,argmin,integer,"arg,val","integer,blob",Finds the row with the minimum val. Calculates the non-NULL arg expression at that row.
aggregate,argmin,bigint,"arg,val","bigint,blob",Finds the row with the minimum val. Calculates the non-NULL arg expression at that row.
aggregate,argmin,double,"arg,val","double,integer",Finds the row with the minimum val. Calculates the non-NULL arg expression at that row.
aggregate,argmin,double,"arg,val","double,varchar",Finds the row with the minimum val. Calculates the non-NULL arg expression at that row.
aggregate,argmin,double,"arg,val","double,date",Finds the row with the minimum val. Calculates the non-NULL arg expression at that row.
aggregate,argmin,date,"arg,val","date,double",Finds the row with the minimum val. Calculates the non-NULL arg expression at that row.
aggregate,argmin,same_as_input,"arg,val","any,date",Finds the row with the minimum val. Calculates the non-NULL arg expression at that row.
aggregate,arg_max,integer,"arg,val","integer,hugeint",Finds the row with the maximum val. Calculates the non-NULL arg expression at that row.
aggregate,arg_max,timestamp,"arg,val","timestamp,date",Finds the row with the maximum val. Calculates the non-NULL arg expression at that row.
aggregate,arg_max,timestamp with time zone,"arg,val","timestamp with time zone,hugeint",Finds the row with the maximum val. Calculates the non-NULL arg expression at that row.
aggregate,arg_max,timestamp with time zone,"arg,val","timestamp with time zone,date",Finds the row with the maximum val. Calculates the non-NULL arg expression at that row.
aggregate,arg_max,timestamp with time zone,"arg,val","timestamp with time zone,timestamp",Finds the row with the maximum val. Calculates the non-NULL arg expression at that row.
aggregate,arg_max,same_as_input,"arg,val","any,date",Finds the row with the maximum val. Calculates the non-NULL arg expression at that row.
aggregate,arg_max,same_as_input,"arg,val","any,blob",Finds the row with the maximum val. Calculates the non-NULL arg expression at that row.
aggregate,arg_max_null,double,"arg,val","double,bigint",Finds the row with the maximum val. Calculates the arg expression at that row.
aggregate,arg_max_null,double,"arg,val","double,double",Finds the row with the maximum val. Calculates the arg expression at that row.
aggregate,arg_max_null,double,"arg,val","double,timestamp",Finds the row with the maximum val. Calculates the arg expression at that row.
aggregate,arg_max_null,varchar,"arg,val","varchar,date",Finds the row with the maximum val. Calculates the arg expression at that row.
aggregate,arg_max_null,date,"arg,val","date,hugeint",Finds the row with the maximum val. Calculates the arg expression at that row.
aggregate,arg_max_null,timestamp with time zone,"arg,val","timestamp with time zone,double",Finds the row with the maximum val. Calculates the arg expression at that row.
aggregate,arg_max_null,blob,"arg,val","blob,blob",Finds the row with the maximum val. Calculates the arg expression at that row.
aggregate,arg_max_null,same_as_input,"arg,val","any,varchar",Finds the row with the maximum val. Calculates the arg expression at that row.
aggregate,arg_max_null,same_as_input,"arg,val","any,blob",Finds the row with the maximum val. Calculates the arg expression at that row.
aggregate,arg_min,integer,"arg,val","integer,integer",Finds the row with the minimum val. Calculates the non-NULL arg expression at that row.
aggregate,arg_min,integer,"arg,val","integer,hugeint",Finds the row with the minimum val. Calculates the non-NULL arg expression at that row.
aggregate,arg_min,integer,"arg,val","integer,blob",Finds the row with the minimum val. Calculates the non-NULL arg expression at that row.
aggregate,arg_min,date,"arg,val","date,date",Finds the row with the minimum val. Calculates the non-NULL arg expression at that row.
aggregate,arg_min,same_as_input,"arg,val","any,double",Finds the row with the minimum val. Calculates the non-NULL arg expression at that row.
aggregate,arg_min,same_as_input,"arg,val","any,timestamp",Finds the row with the minimum val. Calculates the non-NULL arg expression at that row.
aggregate,arg_min_null,double,"arg,val","double,integer",Finds the row with the minimum val. Calculates the arg expression at that row.
aggregate,arg_min_null,varchar,"arg,val","varchar,date",Finds the row with the minimum val. Calculates the arg expression at that row.
aggregate,arg_min_null,varchar,"arg,val","varchar,blob",Finds the row with the minimum val. Calculates the arg expression at that row.
aggregate,arg_min_null,timestamp,"arg,val","timestamp,double",Finds the row with the minimum val. Calculates the arg expression at that row.
aggregate,arg_min_null,timestamp with time zone,"arg,val","timestamp with time zone,timestamp with time zone",Finds the row with the minimum val. Calculates the arg expression at that row.
aggregate,arg_min_null,blob,"arg,val","blob,hugeint",Finds the row with the minimum val. Calculates the arg expression at that row.
aggregate,bitstring_agg,bit,"arg,col1,col2","usmallint,usmallint,usmallint",Returns a bitstring with bits set for each distinct value.
scalar,array_cross_product,array<float>,"array, array","array<float>,array<float>",Compute the cross product of two arrays of size 3. The array elements can not be NULL.
scalar,array_reverse_sort,array,list,array,Sorts the elements of the list in reverse order
scalar,array_select,array,"value_list,index_list","array,array",Returns a list based on the elements selected by the index_list.
scalar,array_zip,array,,,"Zips k LISTs to a new LIST whose length will be that of the longest list. Its elements are structs of k elements from each list list_1, …, list_k, missing elements are replaced with NULL. If truncate is set, all lists are truncated to the smallest list length."
scalar,bin,varchar,value,ubigint,Converts the value to binary representation
scalar,ceiling,float,x,float,Rounds the number up
scalar,current_localtime,time,,,
scalar,date_diff,bigint,"part,startdate,enddate","varchar,time,time",The number of partition boundaries between the timestamps
scalar,dayofweek,bigint,ts,timestamp with time zone,Extract the dayofweek component from a date or timestamp
scalar,divide,float,"col0,col1","float,float",
scalar,divide,utinyint,"col0,col1","utinyint,utinyint",
scalar,divide,ubigint,"col0,col1","ubigint,ubigint",
scalar,editdist3,bigint,"str1,str2","varchar,varchar","The minimum number of single-character edits (insertions, deletions or substitutions) required to change one string to the other. Different case is considered different"
scalar,enum_first,varchar,enum,any,Returns the first value of the input enum type
scalar,epoch_us,bigint,temporal,date,Extract the epoch component in microseconds from a temporal type
scalar,formatReadableSize,varchar,bytes,bigint,Converts bytes to a human-readable presentation (e.g. 16000 -> 15.6 KiB)
scalar,icu_collate_bg,varchar,col0,varchar,
scalar,icu_collate_ga,varchar,col0,varchar,
scalar,icu_collate_lb,varchar,col0,varchar,
scalar,icu_collate_lt,varchar,col0,varchar,
scalar,icu_collate_mt,varchar,col0,varchar,
scalar,icu_collate_nl,varchar,col0,varchar,
scalar,json_array_length,ubigint,col0,varchar,
scalar,json_contains,boolean,"col0,col1","json,varchar",
scalar,json_extract_path,json,"col0,col1","varchar,bigint",
scalar,json_extract_path,array,"col0,col1","varchar,array",
scalar,json_extract_path_text,varchar,"col0,col1","varchar,bigint",
scalar,json_serialize_plan,json,col0,varchar,
scalar,json_serialize_plan,json,"col0,col1","varchar,boolean",
scalar,json_structure,json,col0,varchar,
scalar,json_type,varchar,"col0,col1","varchar,varchar",
scalar,list_cosine_distance,double,"list1,list2","array,array",Compute the cosine distance between two lists
scalar,time_bucket,date,"bucket_width,timestamp","interval,date","Truncate TIMESTAMPTZ by the specified interval bucket_width. Buckets are aligned relative to origin TIMESTAMPTZ. The origin defaults to 2000-01-03 00:00:00+00 for buckets that do not include a month or year interval, and to 2000-01-01 00:00:00+00 for month and year buckets"
scalar,timezone_hour,bigint,ts,date,Extract the timezone_hour component from a date or timestamp
scalar,timezone_hour,bigint,ts,timestamp,Extract the timezone_hour component from a date or timestamp
scalar,subtract,usmallint,col0,usmallint,
scalar,str_split,array,"string,separator","varchar,varchar",Splits the string along the separator
scalar,md5_number,hugeint,value,blob,Returns the MD5 hash of the value as an INT128
scalar,mod,smallint,"col0,col1","smallint,smallint",
scalar,mod,hugeint,"col0,col1","hugeint,hugeint",
scalar,month,bigint,ts,timestamp,Extract the month component from a date or timestamp
scalar,multiply,ubigint,"col0,col1","ubigint,ubigint",
scalar,not_like_escape,boolean,"string,like_specifier,escape_character","varchar,varchar,varchar",Returns false if the string matches the like_specifier (see Pattern Matching) using case-sensitive matching. escape_character is used to search for wildcard characters in the string.
scalar,regexp_full_match,boolean,"string,regex[","varchar,varchar",Returns true if the entire string matches the regex. A set of optional options can be set.
scalar,sign,tinyint,x,ubigint,"Returns the sign of x as -1, 0 or 1"
aggregate,quantile_cont,integer,"x,pos","integer,array","Returns the interpolated quantile number between 0 and 1 . If pos is a LIST of FLOATs, then the result is a LIST of the corresponding interpolated quantiles.	"
aggregate,min_by,bigint,"arg,val","bigint,varchar",Finds the row with the minimum val. Calculates the non-NULL arg expression at that row.
aggregate,min_by,bigint,"arg,val","bigint,blob",Finds the row with the minimum val. Calculates the non-NULL arg expression at that row.
aggregate,min_by,double,"arg,val","double,timestamp with time zone",Finds the row with the minimum val. Calculates the non-NULL arg expression at that row.
aggregate,min_by,varchar,"arg,val","varchar,hugeint",Finds the row with the minimum val. Calculates the non-NULL arg expression at that row.
aggregate,min_by,timestamp,"arg,val","timestamp,hugeint",Finds the row with the minimum val. Calculates the non-NULL arg expression at that row.
aggregate,min_by,timestamp,"arg,val","timestamp,date",Finds the row with the minimum val. Calculates the non-NULL arg expression at that row.
aggregate,min_by,timestamp with time zone,"arg,val","timestamp with time zone,blob",Finds the row with the minimum val. Calculates the non-NULL arg expression at that row.
aggregate,min_by,decimal,"arg,val","decimal,integer",Finds the row with the minimum val. Calculates the non-NULL arg expression at that row.
aggregate,min_by,decimal,"arg,val","decimal,hugeint",Finds the row with the minimum val. Calculates the non-NULL arg expression at that row.
aggregate,min_by,array,"arg,val,col2","any,any,bigint",Finds the row with the minimum val. Calculates the non-NULL arg expression at that row.
aggregate,max_by,double,"arg,val","double,double",Finds the row with the maximum val. Calculates the non-NULL arg expression at that row.
aggregate,max_by,timestamp with time zone,"arg,val","timestamp with time zone,blob",Finds the row with the maximum val. Calculates the non-NULL arg expression at that row.
aggregate,max_by,decimal,"arg,val","decimal,timestamp with time zone",Finds the row with the maximum val. Calculates the non-NULL arg expression at that row.
aggregate,reservoir_quantile,tinyint,"x,quantile","tinyint,double","Gives the approximate quantile using reservoir sampling, the sample size is optional and uses 8192 as a default size."
aggregate,reservoir_quantile,tinyint,"x,quantile,sample_size","tinyint,double,integer","Gives the approximate quantile using reservoir sampling, the sample size is optional and uses 8192 as a default size."
aggregate,reservoir_quantile,smallint,"x,quantile","smallint,double","Gives the approximate quantile using reservoir sampling, the sample size is optional and uses 8192 as a default size."
aggregate,reservoir_quantile,array,"x,quantile","smallint,array","Gives the approximate quantile using reservoir sampling, the sample size is optional and uses 8192 as a default size."
